"","fineff.theta_hat","fineff.theta_ci_low","fineff.theta_ci_high","soc_eff.theta_hat","soc_eff.theta_ci_low","soc_eff.theta_ci_high","finsoc_eff.theta_hat","finsoc_eff.theta_ci_low","finsoc_eff.theta_ci_high"
"2010",0.123918624589956,0.120799657290398,0.122960775506371,0.81025,0.809784946988461,0.81022609077164,0.81025,0.809577151299476,0.810137134850361
"2011",0.126923521786339,0.123925015393251,0.125848623483219,0.7951,0.794698208584797,0.795062378272302,0.7951,0.794502681603057,0.794995238324218
"2012",0.114633976110191,0.112102572359704,0.1134696742186,0.8472,0.846811433304879,0.847136617188586,0.8472,0.846747166117108,0.847125195258784
"2013",0.113833592633547,0.111343553476252,0.112611526013826,0.7551,0.754763768504315,0.755041259200837,0.7551,0.75468075610253,0.755040527193819
"2014",0.122889389354374,0.12015076282174,0.12165741071955,0.7551,0.754772871598608,0.755047641644263,0.7551,0.754606074343802,0.755021290661869
"2015",0.130232859121997,0.12739115909617,0.128858773891191,0.7551,0.754676448056973,0.755037619582798,0.7551,0.754409645673233,0.755022940098542
"2016",0.996924789742688,0.71874059756098,1.35668942210006,0.76083953942549,0.743794762541792,0.767728484050628,0.996924789742688,0.979993969544566,1.00085839736392
"2017",0.996924789742688,0.71874059756098,1.35668942210006,0.759472021197956,0.743400099212484,0.766730225447726,0.996924789742688,0.981401610959285,1.00136277783733
"2018",0.996924789742688,0.71874059756098,1.35668942210006,0.755156738391062,0.742820798109296,0.762956370301901,0.996924789742688,0.985468871983335,1.00187393465371
"2019",0.0898154143971272,0.0850296719884278,0.089062515625686,0.7767,0.776320837279897,0.776611782861935,0.7767,0.77629757011406,0.776652314243129
"2020",0.122557973712463,0.119888770130749,0.12123850240692,0.893,0.892641534887098,0.89294215899155,0.893,0.89259538498045,0.892933495266944
"2021",0.120014220990167,0.11734493484336,0.118733233215351,0.841,0.840675455142836,0.840928537534868,0.841,0.840635570406999,0.840923277123315
"2022",0.119760672560693,0.116957465163773,0.11864875845584,0.83525,0.834928704315516,0.835171075719241,0.83525,0.834878648639181,0.835162912490742
"2023",0.107147394713629,0.104583918893057,0.106189319544065,0.8397,0.839359138310106,0.839610495840305,0.8397,0.839333439483383,0.839615082898246
"2024",0.126777979181513,0.123530094817004,0.125586827286954,0.8273,0.826978728245172,0.82721072950544,0.8273,0.826845727148244,0.827226186098874
"2025",0.114586805836538,0.11194522672907,0.11351887187851,0.68735,0.687096379644578,0.687286507329149,0.68735,0.686881110081022,0.687318743357619
"2026",0.112671867337636,0.110011486144367,0.111558050240702,0.8025,0.802213412602949,0.802419542636478,0.8025,0.802182991962724,0.802429567047109
"2027",0.112671867337636,0.110011486144367,0.111558050240702,0.82,0.819721203417103,0.81992666540149,0.82,0.819697375299719,0.81992461950408
"2028",0.110947616263992,0.106082847702564,0.110225025400151,0.83365,0.833383622866923,0.833555591857316,0.83365,0.833328658166187,0.83358035196272
"2029",0.111272035317858,0.105907923209536,0.110450123228823,0.84115,0.840845142936108,0.841067324703674,0.84115,0.840782411468349,0.841091107214759
"2030",0.115046395924227,0.109428102509246,0.11427986785546,0.84115,0.840857861888302,0.841062804134568,0.84115,0.840768080466457,0.841074781338524
"2031",0.0789166080256274,0.0761897366378237,0.0787328168277203,0.8,0.799703176671607,0.799906191092871,0.8,0.799723072743034,0.799929733665636
"2032",0.0927755221015378,0.0891832241396682,0.0927944837859849,0.8,0.79969445550179,0.799909053335657,0.8,0.799693718303942,0.79993112413931
"2033",0.0789166080256274,0.0761897366378237,0.0787328168277203,0.8,0.799778066601179,0.79990048834945,0.8,0.799794402095376,0.799908656035889
"2034",0.0789166080256274,0.0761897366378237,0.0787328168277203,0.8,0.799777613793727,0.799900706144438,0.8,0.799794201900514,0.799908452611969
